,,12/31/24,Outbound Calls,,,,,Inbound Calls,,,,,Revenue,,,,,,,,,,,CAC,,,,Single Jobs,,,,,,,,,,,,,,GBA,,,,,,,SOLD ESTIMATES,,,MANPOWER,,,,,,SOLD HOURS,,,,,,,,,,,,,,,SJ<$100,,,,,,,Recalls,,,,,,,SJ Repair %,,,,,,,SJ Repair Avg$$,,,,,,,Opportunity TO %,,,,,,,TO Conversion %,,,,,,,Conversion $AVG,,,,,,,SJ MKTEstimates,,,,,,SJ MKTE Conv %,,,,,,,SJ MKTE Conv $,,,,,,,Airflow PRJ MIX %,,,,,,,AF PRJ AVG $,,,,,,Equip MIX %,,,,,,,Equip AVG $,,,,,,,SVC PRJ %,,,,,,,SVC PRJ AVG $,,,,,,,Tech Count,,,,,Sales Tech Count,,,,,Installers Count,,,,,Techs Term,,,,,Sales Techs Term,,,,,Installer Term,,,,,Clubs,,,,,NPS,,,,
4541303.VISALIA HVAC MKT,05/01/24,03.VISALIA HVAC MKT,,,,,,,,,,,"$114,439",73.5%,"$80,876",82.9%,$747,"$3,469",$0,"$191,099","$195,315","$195,315",77.1%,"$11,719",225,510,346.6%,23,82.1%,23,0,0,30,30,200.0%,30,6,47,53,53,123.3%,"$3,692","$2,451",$125,$74,"$3,052","$3,052",55.4%,"$182,901","$182,901",94.7%,64,1,1,0,22,1,5.3,,18.0,$234.48,,,,,106.9,"$1,782.30",102.7,"$1,855.20",112.1,,,22,25,,5,42,,47,1,0,,1,,,1,4.35%,16.67%,,16.67%,10.64%,,11.32%,$650.00,$801.60,,$189.00,$893.80,,$776.33,104.35%,73.33%,,150.00%,78.72%,,86.79%,21.88%,20.00%,13.04%,22.22%,10.81%,,13.04%,"$18,093.75","$14,141.00","$16,776.17","$11,891.00","$19,218.75",,"$16,776.17",8,3,11,11,11,23.9%,37.50%,0.00%,27.27%,,,27.27%,27.27%,"$13,885.75",$0.00,,,,"$37,028.67","$37,028.67",85.49%,62.67%,76.25%,,,,,"$10,801.11","$8,083.33","$9,714.00",,,,14.51%,36.55%,23.43%,,,,23.43%,"$16,500.00","$14,141.00","$14,927.33",,,,"$14,927.33",,0.32%,0.32%,,,,0.32%,,$607.00,$607.00,,,,$607.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4541304.PASO HVAC AOR,05/01/24,04.PASO HVAC AOR,,,,,,,,,,,"$15,515",1027.5%,"$47,058",27.3%,$0,"$4,168",,"$58,405","$62,573","$62,573",36.0%,"$3,754",112,139,10.7%,27,337.5%,27,0,0,62,62,39.2%,62,17,72,89,89,53.0%,$575,$759,$0,$58,$703,$703,68.0%,"$56,672","$56,672",13.9%,89,1,1,0,4,0,15.0,,49.9,$83.59,5.5,$454.55,8.3,$301.93,81.0,$690.19,52.4,"$1,067.09",101.5,,,23,57,,17,63,,80,0,13,,13,,,13,14.81%,8.06%,,0.00%,12.50%,,10.11%,$236.50,$284.80,,,$263.33,,$263.33,37.04%,16.13%,,,27.78%,,22.47%,20.00%,40.00%,30.00%,,30.00%,,30.00%,"$7,250.00","$10,542.50","$9,445.00",,"$9,445.00",,"$9,445.00",,,,,,,,,,,,,,,,,,,,,82.76%,100.00%,95.72%,,,,,"$12,000.00","$14,635.00","$13,976.25",,,,,,0.00%,,,,,,,,,,,,4.28%,,4.28%,,,,4.28%,"$2,500.00",,"$2,500.00",,,,"$2,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4541304.PASO HVAC MKT,05/01/24,04.PASO HVAC MKT,,,,,,,,,,,$0,0.0%,"$7,575",7.3%,$0,$0,$0,"$7,575","$7,575","$7,575",7.3%,$455,,0,,0,,0,0,,,,,,,,0,0,,$0,,,,"$2,525","$2,525",176.9%,$0,$0,,3,0,1,0,3,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,3,3,4.1%,0.00%,,0.00%,,,0.00%,0.00%,$0.00,,,,,,,,85.80%,85.80%,,,,,,"$6,499.00","$6,499.00",,,,,0.00%,0.00%,,,,0.00%,,,,,,,,,14.20%,14.20%,,,,14.20%,,"$1,076.00","$1,076.00",,,,"$1,076.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4541305.SALINAS HVAC AOR,05/01/24,05.SALINAS HVAC AOR,,,,,,,,,,,"$41,057",3370.9%,"$143,646",191.3%,$0,"$6,076",,"$178,627","$184,703","$184,703",242.0%,"$11,082",137,300,58.9%,37,411.1%,37,0,0,66,66,115.8%,66,7,96,103,103,153.7%,"$1,110","$2,176",$0,$63,"$1,793","$1,793",157.4%,"$159,216","$159,216",101.0%,103,1,1,0,14,1,8.0,,81.8,$74.32,1.4,$896.43,10.3,$121.96,332.0,$534.25,328.1,$540.54,341.4,,,32,56,,7,81,,88,0,3,,3,,,3,13.51%,15.15%,,0.00%,15.63%,,14.56%,$370.40,$593.50,,,$519.13,,$519.13,43.24%,62.12%,,100.00%,52.08%,,55.34%,12.50%,17.07%,15.79%,0.00%,18.00%,,15.79%,"$19,602.50","$14,177.14","$15,382.78",,"$15,382.78",,"$15,382.78",,,,,,,,,,,,,,,,,,,,,100.00%,99.10%,99.30%,,,,,"$19,602.50","$11,513.92","$12,669.43",,,,,,0.00%,,,,,,,,,,,,,0.70%,0.70%,,,,0.70%,,"$1,255.00","$1,255.00",,,,"$1,255.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4541305.SALINAS HVAC MKT,05/01/24,05.SALINAS HVAC MKT,,,,,,,,,,,"$3,063",92.9%,"$27,119",17.8%,$0,$0,$79,"$30,103","$30,182","$30,182",19.3%,"$1,811",,0,,0,,0,0,,,,,,,,0,0,,$766,,,,"$7,546","$7,546",241.7%,$0,$0,,4,0,2,0,7,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00%,25.00%,,25.00%,,25.00%,,"$10,000.00","$10,000.00",,"$10,000.00",,"$10,000.00",4,,4,4,4,8.0%,25.00%,,25.00%,,,25.00%,25.00%,$746.00,,,,,"$2,984.00","$2,984.00",100.00%,99.56%,99.60%,,,,,"$2,984.00","$5,400.00","$4,997.33",,,,,,0.00%,,,,,,,,,,,,,0.40%,0.40%,,,,0.40%,,$59.50,$59.50,,,,$59.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45413ADMIN,05/01/24,ADMIN,,,,,,,,,,,$0,,$380,5.4%,$380,$0,,,$380,$380,5.4%,$23,,0,0.0%,0,0.0%,0,,0,4,4,15.4%,4,4,,4,4,15.4%,,$95,$95,,$95,$95,35.3%,$668,$668,65.4%,4,0,,0,0,0,0.5,,4.7,$81.20,,,,,0.0,,0.0,,0.5,,,0,3,,3,,,3,,0,,0,,,0,,25.00%,,25.00%,,,25.00%,,$380.00,,$380.00,,,$380.00,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45413,05/01/24,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45413,05/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45413,05/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45413,05/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45413,05/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45413,05/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45413,05/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45413,05/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45413,05/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,0.0%,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45413,05/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45413,05/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,0.0%,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45413,05/01/24,,,,,,,,,,,,$0,,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45413,05/01/24,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45413,05/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45413,05/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45413,05/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45413,05/01/24,,,,,,,,,,,,$0,0.0%,$0,0.0%,$0,$0,,,$0,$0,0.0%,$0,,0,0.0%,0,0.0%,0,,,,,0.0%,,,,0,0,0.0%,,,,,,,0.0%,$0,$0,0.0%,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538301.BAKERSFIELD HVAC AOR,04/01/24,01.BAKERSFIELD HVAC AOR,,,,,,,,,,,"$129,711",93.5%,"$616,061",151.0%,"$4,492","$28,697",,"$712,583","$745,772","$745,772",136.4%,"$44,746",110,1178,129.2%,38,105.6%,38,0,11,224,224,101.4%,235,73,200,273,273,93.2%,"$3,413","$2,622",$62,$143,"$2,732","$2,732",146.4%,"$795,192","$795,192",129.8%,273,3,4,0,56,2,51.5,,370.6,$89.55,17.0,$781.12,15.5,$856.71,"1,641.0",$426.15,"1,190.7",$587.30,"1,709.5",,,27,176,,62,141,,203,3,26,,29,,,29,28.95%,24.68%,,13.70%,29.50%,,25.27%,$521.18,$464.32,,$386.82,$489.37,,$473.26,50.00%,44.68%,,27.40%,52.00%,,45.42%,15.79%,22.86%,21.77%,30.00%,20.19%,,21.77%,"$25,265.00","$19,846.79","$20,448.81","$26,159.67","$18,817.14",,"$20,448.81",,,,,,,,,,,,,,,,,,,,,74.19%,84.80%,82.96%,,,,,"$10,186.11","$12,486.90","$12,064.31",,,,25.81%,12.95%,15.18%,,,,15.18%,"$15,945.00","$19,065.75","$18,025.50",,,,"$18,025.50",,1.86%,1.86%,,,,1.86%,,"$3,319.75","$3,319.75",,,,"$3,319.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538301.BAKERSFIELD HVAC MKT,04/01/24,01.BAKERSFIELD HVAC MKT,,,,,,,,,,,"$276,741",255.5%,"$202,507",913.6%,$0,"$3,588",$0,"$475,660","$479,248","$479,248",367.3%,"$28,755",529,523,170.9%,55,150.0%,55,0,0,25,25,97.4%,25,13,67,80,80,128.3%,"$3,594","$6,532",$0,$54,"$4,437","$4,437",197.2%,"$305,334","$305,334",137.7%,108,1,3,0,56,2,6.0,,67.2,$53.38,,,,,404.9,"$1,175.20",404.2,"$1,177.21",410.9,,,50,23,,13,60,,73,0,1,,1,,,1,9.09%,8.00%,,0.00%,10.45%,,8.75%,$450.00,$639.50,,,$504.14,,$504.14,58.18%,40.00%,,53.85%,52.24%,,52.50%,18.52%,68.75%,35.71%,57.14%,31.43%,,35.71%,"$24,733.90","$23,594.80","$24,354.20","$24,751.50","$24,209.73",,"$24,354.20",22,6,28,28,28,48.3%,0.00%,16.67%,3.57%,,,3.57%,3.57%,$0.00,"$4,222.50",,,,"$25,335.00","$25,335.00",95.63%,94.71%,95.24%,,,,,"$13,121.60","$10,030.74","$11,615.79",,,,4.37%,5.37%,4.79%,,,,4.79%,"$12,000.00","$10,800.00","$11,400.00",,,,"$11,400.00",,0.00%,0.00%,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538302.FRESNO HVAC AOR,04/01/24,02.FRESNO HVAC AOR,,,,,,,,,,,"$35,273",98.5%,"$74,996",28.4%,"$1,212","$15,328",,"$93,729","$110,269","$110,269",36.7%,"$6,616",315,112,20.5%,59,178.8%,59,0,1,128,128,72.3%,129,37,151,188,188,82.1%,$598,$581,$33,$102,$587,$587,44.7%,"$316,542","$316,542",95.4%,188,2,1,0,10,0,16.5,,273.7,$60.43,7.0,$425.43,10.7,$279.36,171.0,$530.71,150.8,$601.96,194.5,,,54,113,,36,131,,167,0,17,,17,,,17,8.47%,11.63%,,2.70%,12.58%,,10.64%,$639.80,$363.46,,$500.00,$425.72,,$429.26,55.93%,39.53%,,18.92%,50.99%,,44.68%,15.15%,23.53%,20.24%,14.29%,20.78%,,20.24%,"$14,149.20","$15,331.17","$14,983.53","$23,270.00","$14,465.63",,"$14,983.53",,,,,,,,,,,,,,,,,,,,,24.53%,95.57%,75.48%,,,,,"$6,499.00","$8,031.50","$7,861.22",,,,75.47%,,21.34%,,,,21.34%,"$20,000.00",,"$20,000.00",,,,"$20,000.00",,3.18%,3.18%,,,,3.18%,,"$2,978.00","$2,978.00",,,,"$2,978.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538302.FRESNO HVAC MKT,04/01/24,02.FRESNO HVAC MKT,,,,,,,,,,,"$181,063",518.6%,"$166,065",192.7%,$0,"$1,673",$0,"$345,455","$347,128","$347,128",286.6%,"$20,828",487,372,281.4%,56,115.1%,56,0,0,27,27,135.0%,27,6,77,83,83,120.3%,"$2,587","$4,613",$0,$22,"$3,275","$3,275",178.5%,"$233,127","$233,127",243.2%,106,1,3,0,28,1,2.0,,12.0,$139.65,,,,,407.4,$845.05,318.8,"$1,080.02",409.4,,,53,27,,6,74,,80,1,3,,4,,,4,5.36%,0.00%,,0.00%,3.90%,,3.61%,$557.65,,,,$557.65,,$557.65,46.43%,51.85%,,66.67%,46.75%,,48.19%,15.00%,47.83%,10.00%,25.00%,8.33%,,10.00%,"$34,303.00","$16,553.00","$25,428.00","$27,606.00","$24,702.00",,"$25,428.00",14,9,23,23,23,34.8%,28.57%,22.22%,26.09%,,,26.09%,26.09%,"$9,242.14",$982.67,,,,"$23,039.00","$23,039.00",55.68%,83.35%,68.98%,,,,,"$14,269.14","$13,841.90","$14,017.82",,,,44.32%,15.93%,30.67%,,,,30.67%,"$15,901.20","$26,446.00","$17,658.67",,,,"$17,658.67",,0.35%,0.35%,,,,0.35%,,"$1,200.00","$1,200.00",,,,"$1,200.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538303.VISALIA HVAC AOR,04/01/24,03.VISALIA HVAC AOR,,,,,,,,,,,"$25,694",95.7%,"$153,981",110.7%,"$1,894","$30,372",,"$147,410","$179,675","$179,675",108.3%,"$10,781",102,251,60.4%,43,179.2%,43,0,7,113,113,56.2%,120,37,126,163,163,69.1%,$598,"$1,283",$51,$241,"$1,102","$1,102",156.7%,"$305,144","$305,144",110.7%,163,2,2,0,17,1,50.5,,234.4,$137.65,2.5,$907.60,2.2,"$1,040.83",336.0,$431.97,275.4,$526.94,389.0,,,39,105,,34,110,,144,0,9,,9,,,9,9.30%,12.50%,,8.11%,12.70%,,11.66%,$782.00,$647.27,,$916.00,$630.56,,$675.63,72.09%,60.83%,,54.05%,66.67%,,63.80%,16.13%,30.14%,25.96%,20.00%,27.38%,,25.96%,"$20,546.00","$8,706.00","$10,898.59","$4,479.25","$12,015.00",,"$10,898.59",,,,,,,,,,,,,,,,,,,,,21.40%,78.10%,69.29%,,,,,"$4,901.00","$8,840.41","$8,512.13",,,,78.60%,20.07%,29.17%,,,,29.17%,"$18,000.00","$8,331.67","$10,748.75",,,,"$10,748.75",,1.54%,1.54%,,,,1.54%,,"$2,269.00","$2,269.00",,,,"$2,269.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538303.VISALIA HVAC MKT,04/01/24,03.VISALIA HVAC MKT,,,,,,,,,,,"$38,510",58.1%,"$47,309",54.2%,$0,"$2,054",$0,"$83,765","$85,819","$85,819",55.9%,"$5,149",366,105,1.1%,49,4900.0%,49,0,0,15,15,118.4%,15,5,59,64,64,6400.0%,$631,"$2,490",$0,$35,"$1,073","$1,073",28.7%,"$123,870","$123,870",195.6%,80,1,1,0,12,1,2.5,,27.7,$74.10,,,,,81.0,"$1,034.13",79.6,"$1,052.58",83.5,,,47,14,,5,56,,61,0,0,,0,,,0,4.08%,6.67%,,0.00%,5.08%,,4.69%,$877.00,$300.00,,,$684.67,,$684.67,46.94%,33.33%,,40.00%,44.07%,,43.75%,14.29%,44.44%,3.57%,0.00%,3.85%,,3.57%,"$15,000.00",,"$15,000.00",,"$15,000.00",,"$15,000.00",12,4,16,16,16,40.0%,33.33%,25.00%,31.25%,,,31.25%,31.25%,"$8,859.67","$2,625.00",,,,"$23,363.20","$23,363.20",100.00%,77.66%,87.46%,,,,,"$12,252.00","$7,301.70","$9,158.06",,,,,22.34%,12.54%,,,,12.54%,,"$10,500.00","$10,500.00",,,,"$10,500.00",,0.00%,0.00%,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538304.PASO HVAC AOR,04/01/24,04.PASO HVAC AOR,,,,,,,,,,,"$62,121",69.0%,"$68,436",34.6%,$379,"$2,703",,"$127,475","$130,557","$130,557",65.8%,"$7,833",349,178,20.9%,44,314.3%,44,0,0,61,61,37.7%,61,19,86,105,105,59.3%,"$1,412","$1,122",$20,$31,"$1,243","$1,243",110.8%,"$205,314","$205,314",63.4%,105,1,2,0,12,1,5.5,,60.4,$51.07,20.0,$295.00,18.3,$322.93,262.5,$463.14,272.0,$446.95,288.0,,,39,57,,18,78,,96,1,6,,7,,,7,11.36%,6.56%,,5.26%,9.30%,,8.57%,$575.40,$466.50,,$300.00,$555.38,,$527.00,36.36%,27.87%,,5.26%,37.21%,,31.43%,31.25%,35.29%,33.33%,0.00%,34.38%,,33.33%,"$16,543.20","$18,697.17","$17,718.09",,"$17,718.09",,"$17,718.09",,,,,,,,,,,,,,,,,,,,,71.90%,68.79%,70.27%,,,,,"$8,701.00","$11,517.50","$9,952.78",,,,28.10%,22.40%,25.10%,,,,25.10%,"$8,500.00","$15,000.00","$10,666.67",,,,"$10,666.67",,4.63%,4.63%,,,,4.63%,,"$5,900.00","$5,900.00",,,,"$5,900.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538304.PASO HVAC MKT,04/01/24,04.PASO HVAC MKT,,,,,,,,,,,"$7,211",184.4%,"$12,100",8.5%,$0,$0,$0,"$19,311","$19,311","$19,311",13.2%,"$1,159",,0,,0,,0,0,,,,,,,,0,0,,"$1,202",,,,"$3,219","$3,219",145.1%,$0,$0,,6,0,2,0,9,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.50%,,0.00%,,0.00%,,0.00%,,,,,,,,6,,6,6,6,9.1%,16.67%,,16.67%,,,16.67%,16.67%,"$2,617.50",,,,,"$15,705.00","$15,705.00",51.38%,100.00%,81.84%,,,,,"$3,705.00","$4,033.33","$3,951.25",,,,48.62%,,18.16%,,,,18.16%,"$3,506.00",,"$3,506.00",,,,"$3,506.00",0.00%,0.00%,0.00%,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
